MAL_ID,Name,Average Rating,Genres,English name,Japanese name,Type,Episodes,Premiered,Studios,Members,Favorites
1850,Haou Daikei Ryuu Knight: Adeu Legend II,6.04,"Action, Adventure, Fantasy, Mecha",Lord of Lords Ryu Knight:Adeu's Legend II,覇王大系リューナイト アデュー・レジェンドⅡ,OVA,3,Unknown,Sunrise,708,0
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,6.07,"Parody, Adventure, Fantasy, Comedy, Mecha",Lord of Lords Ryu Knight:Adeu's Legend Final,覇王大系リューナイト アデュー・レジェンド・ファイナル 温泉ダンジョンの決闘,OVA,1,Unknown,Sunrise,682,0
1852,Hidamari Sketch,7.45,"Comedy, School, Seinen, Slice of Life",Hidamari Sketch,ひだまりスケッチ,TV,12,Winter 2007,Shaft,66077,924
1853,Cutey Honey F,6.57,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",Cutey Honey F,キューティーハニーＦ,TV,39,Winter 1997,Toei Animation,7495,21
1854,Rockman Hoshi ni Negai wo,6.45,"Action, Sci-Fi, Adventure",MegaMan:Wishing upon a Star,ロックマン星に願いを,OVA,3,Unknown,Unknown,3233,8
1855,JaJa Uma! Quartet,5.13,"Adventure, Comedy, Fantasy, Magic, Shounen",Wild Cardz,じゃじゃ馬カルテット,OVA,2,Unknown,Unknown,1383,0
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,6.22,Comedy,Unknown,あゆまゆ劇場,ONA,7,Unknown,Picture Magic,5765,5
1857,Taiyou no Mokushiroku: A Spirit of the Sun,6.91,"Drama, Sci-Fi",Unknown,太陽の黙示録 A Spirit of the Sun,Special,2,Unknown,Madhouse,2565,3
1858,Gakuen Utopia Manabi Straight!,7.28,"Slice of Life, Comedy, School",Unknown,がくえんゆーとぴあ まなびストレート！,TV,12,Winter 2007,ufotable,26955,104
1859,Grappler Baki,6.8,"Action, Sports, Martial Arts, Shounen",Unknown,グラップラー刃牙,OVA,1,Unknown,Unknown,11015,29
1860,Tokyo Majin Gakuen Kenpucho: Tou,7.15,"Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School",Tokyo Majin,東京魔人學園剣風帖　龖（トウ）,TV,14,Winter 2007,"AIC Spirits, BeSTACK",66276,260
1861,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,7.55,"Slice of Life, Comedy, Sports, Drama, School, Shounen",Unknown,スラムダンク 全国制覇だ！桜木花道,Movie,1,Unknown,Toei Animation,12601,23
1862,Strike Witches OVA,6.29,"Action, Ecchi, Magic, Military, Sci-Fi",Unknown,ストライクウィッチーズ,OVA,1,Unknown,Gonzo,23592,27
1863,Silk Road Shounen Yuuto,Unknown,"Adventure, Fantasy, Historical",Unknown,シルクロード少年 ユート,TV,26,Fall 2006,OLM,473,0
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,6.99,"Drama, Fantasy, Harem, Romance, Shoujo",Loving Angel Angelique:Radiant Tomorrow,恋する天使アンジェリーク ～かがやきの明日～,TV,12,Winter 2007,Satelight,9160,43
1865,Getsumen To Heiki Mina,6.3,"Comedy, Parody, Sci-Fi",Unknown,月面兎兵器ミーナ,TV,11,Winter 2007,Gonzo,6817,13
1866,Seirei Tsukai,5.82,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",Elementalors,精霊使い,Movie,1,Unknown,Unknown,2783,2
1867,Oira Uchuu no Tankoufu,6.31,"Action, Adventure, Sci-Fi, Shounen, Space",Mighty Space Miners,おいら宇宙の探鉱夫,OVA,2,Unknown,Triangle Staff,1461,1
1868,Giniro no Olynsis: Tokito,6.3,"Adventure, Drama, Romance, Mecha",Unknown,銀色のオリンシス TOKITO,TV,12,Fall 2006,Toei Animation,7074,6
1869,Nana Recaps,7.0,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Unknown,ナナ Specials,Special,3,Unknown,Madhouse,15429,28
1872,Saru Getchu: On Air,6.15,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",Ape Escape,サルゲッチュ ～オンエアー～,TV,26,Spring 2006,Xebec,1014,5
1873,Plawres Sanshirou,7.37,"Adventure, Sports, Mecha, School, Sci-Fi, Shounen",Plastic Model Wrestling Sanshiro,プラレス３四郎,TV,37,Summer 1983,Kaname Productions,2928,18
1874,Love♥Love? Specials,6.03,"Ecchi, Comedy, Harem, Romance",Unknown,LOVE♥LOVE?,Special,4,Unknown,"Imagin, Studio Live",4833,0
1878,Kaze no Shoujo Emily,7.36,"Historical, Drama, Shoujo",Unknown,風の少女エミリー,TV,26,Spring 2007,TMS Entertainment,5512,16
1879,Midnight Eye: Gokuu,6.48,"Action, Sci-Fi, Mystery, Seinen",Goku:Midnight Eye,MIDNIGHT EYE　ゴクウ,OVA,1,Unknown,Madhouse,7653,15
1880,Midnight Eye: Gokuu II,6.23,"Action, Sci-Fi, Adventure, Mystery, Super Power, Seinen",Goku II:Midnight Eye,MIDNIGHT EYE　ゴクウII,OVA,1,Unknown,Madhouse,4116,4
1881,Sasami: Mahou Shoujo Club,6.62,"Fantasy, Magic, School",Sasami Magical Girls Club,砂沙美 -魔法少女クラブ-,TV,13,Spring 2006,AIC Spirits,6349,19
1882,Sasami: Mahou Shoujo Club 2,6.71,"Fantasy, Magic, School",Sasami Magical Girls Club,砂沙美☆魔法少女クラブ シーズン2,TV,13,Fall 2006,Unknown,3569,4
1883,Kappa no Kaikata,6.3,Comedy,How to Breed Kappas,カッパの飼い方,TV,26,Fall 2004,Picture Magic,1777,6
1884,Himesama Goyoujin,6.34,Comedy,Princess Beware,姫様ご用心,TV,12,Spring 2006,Nomad,2185,2
1885,Master of Epic: The Animation Age,6.07,"Fantasy, Game, Comedy",Unknown,マスター オブ エピック The Animation Age,TV,12,Winter 2007,"Gonzo, Palm Studio",1651,3
1886,Fushigiboshi no☆Futagohime Gyu!,7.08,"Magic, Comedy, Shoujo",Unknown,ふしぎ星の☆ふたご姫,TV,52,Spring 2006,J.C.Staff,4396,38
1887,Lucky☆Star,7.77,"Slice of Life, Comedy, Parody, School",Lucky☆Star,らき☆すた,TV,24,Spring 2007,Kyoto Animation,532794,14038
1888,Ichigo Mashimaro OVA,7.72,"Comedy, School, Slice of Life",Strawberry Marshmallow OVA,苺ましまろ OVA,OVA,3,Unknown,Daume,20561,26
1889,Higurashi no Naku Koro ni Kai,8.23,"Mystery, Psychological, Supernatural, Thriller",When They Cry:Kai,ひぐらしのなく頃に解,TV,24,Summer 2007,Studio Deen,385728,6668
1890,Clover,6.82,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Unknown,CLOVER,Music,1,Unknown,Madhouse,11576,15
1891,YAT Anshin! Uchuu Ryokou,6.98,"Adventure, Comedy, Sci-Fi, Shounen",Unknown,ＹＡＴ　安心！宇宙旅行,TV,50,Fall 1996,"Xebec, Group TAC",1611,8
1892,YAT Anshin! Uchuu Ryokou 2,6.81,"Adventure, Comedy, Sci-Fi, Shounen",Unknown,ＹＡＴ　安心！宇宙旅行 2,TV,25,Spring 1998,Group TAC,816,2
1893,Azuki-chan,6.73,"Comedy, Romance, Shoujo, Slice of Life",Unknown,あずきちゃん,TV,117,Spring 1995,Madhouse,2325,7
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,6.59,"Adventure, Comedy, Fantasy, Game",Yu-Gi-Oh!:The Movie,遊☆戯☆王　デュエルモンスターズ　光のピラミッド,Movie,1,Unknown,Gallop,61314,67
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,6.24,Hentai,Love is the Number of Keys,愛は鍵の数だけ… 風俗マンション,OVA,1,Unknown,Unknown,3662,23
1896,Akibakei Kanojo,6.73,Hentai,Akiba Girls,アキバ系彼女,OVA,3,Unknown,Image House,13812,140
1897,Zettai Muteki Raijin-Oh,6.76,"Adventure, Mecha, School, Sci-Fi",Zettai Muteki Raijin-Oh,絶対無敵ライジンオー,TV,51,Spring 1991,Sunrise,1305,8
1898,Hikari to Mizu no Daphne Specials,6.71,"Action, Ecchi, Comedy",Unknown,光と水のダフネ,Special,2,Unknown,J.C.Staff,2876,0
1899,Masou Kishin Cybuster,6.1,"Adventure, Mecha, Sci-Fi, Shounen",Cybuster,魔装機神サイバスター,TV,26,Spring 1999,Production Reed,2546,1
1900,Twin Signal: Family Game,6.35,"Action, Comedy, Mecha, Sci-Fi",Twin Signal,TWIN SIGNAL~ファミリーゲーム~,OVA,3,Unknown,Unknown,1475,3
1901,11-nin Iru!,7.09,"Action, Sci-Fi, Adventure, Mystery, Space, Drama, Romance, Shoujo",They Were Eleven,11人いる!,Movie,1,Unknown,Magic Bus,8505,36
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,6.74,"Comedy, Fantasy",Unknown,はぴねす! 渡良瀬準の華麗なる一日,OVA,1,Unknown,Artland,5980,8
1903,Stratos 4: Logbook,6.35,"Action, Ecchi, Sci-Fi",Unknown,ストラトス・フォー,Special,1,Unknown,Studio Fantasia,1456,1
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,6.54,"Fantasy, Magic, Romance, Supernatural, Demons, Historical, Shoujo",Unknown,遙かなる時空の中で2~白き龍の神子~,OVA,3,Unknown,Unknown,2907,8
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,6.4,"Fantasy, Magic, Romance, Supernatural, Historical, Shoujo",Unknown,遙かなる時空の中で〜八葉抄〜 1〜9,Special,8,Unknown,Unknown,2473,6
1906,Harukanaru Toki no Naka de: Maihitoyo,7.22,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Unknown,劇場版 遙かなる時空（とき）の中で 舞一夜（まいひとよ）,Movie,1,Unknown,Unknown,5239,20
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,6.51,"Fantasy, Comedy, Supernatural, Demons, Historical, Shoujo",Unknown,遙かなる時空の中で〜八葉抄〜,OVA,2,Unknown,Unknown,1878,3
1908,Lesson XX,6.02,"Romance, Shounen Ai",Unknown,Lesson XX,OVA,1,Unknown,Unknown,7442,13
1909,Kusatta Kyoushi no Houteishiki,6.11,"Comedy, Romance, Shounen Ai",Bad Teacher Equation,腐った教師の方程式,OVA,2,Unknown,J.C.Staff,4139,12
1910,Master Keaton OVA,7.76,"Adventure, Drama, Historical, Mystery, Seinen, Slice of Life",Unknown,マスターキートン,OVA,15,Unknown,Madhouse,7177,14
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.44,"Comedy, Mecha, Shounen",Unknown,トップをねらえ！＆トップをねらえ２！合体劇場版!!,Movie,2,Unknown,Gainax,11434,31
1912,Marginal Prince: Gekkeiju no Ouji-tachi,5.91,"Romance, School, Shounen Ai",Unknown,マージナルプリンス -月桂樹の王子達-,TV,13,Fall 2006,Unknown,12026,18
1913,Shonan Junai Gumi!,7.48,"Action, Comedy, School",Unknown,湘南純愛組!,OVA,5,Unknown,"J.C.Staff, Life Work",35277,141
1914,Saiunkoku Monogatari 2nd Season,8.07,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",Tales of Saiunkoku,彩雲国物語 第2シリーズ,TV,39,Spring 2007,Madhouse,34680,232
1915,Mahou Shoujo Lyrical Nanoha StrikerS,7.65,"Action, Magic, Comedy, Super Power, Drama",Magical Girl Lyrical Nanoha StrikerS,魔法少女リリカルなのはStrikerS,TV,26,Spring 2007,Seven Arcs,47291,604
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.85,"Mecha, Military, Sci-Fi, Space",Unknown,機動戦士ガンダム MS IGLOO -黙示録0079-,OVA,3,Unknown,Sunrise,11620,9
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.69,"Mecha, Military, Sci-Fi, Space",Unknown,機動戦士ガンダム MS IGLOO:1年戦争秘録,OVA,3,Unknown,Sunrise,12659,11
1918,Mahou Shoujo Pretty Sammy,6.4,"Comedy, Parody, Magic, Fantasy",Magical Girl Pretty Sammy,魔法少女プリティサミー,OVA,3,Unknown,AIC,6203,12
1919,Urusei Yatsura OVA,7.39,"Sci-Fi, Adventure, Comedy",Unknown,うる星やつら,OVA,11,Unknown,"Madhouse, Studio Deen, Magic Bus",4771,8
1920,Urusei Yatsura Movie 1: Only You,7.08,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",Unknown,うる星やつら オンリーユー,Movie,1,Unknown,Studio Pierrot,7457,9
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,7.83,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",Unknown,うる星やつら2 ビューティフル・ドリーマー,Movie,1,Unknown,Studio Pierrot,12943,184
1922,Urusei Yatsura Movie 3: Remember My Love,6.98,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Unknown,うる星やつら リメンバー・マイ・ラヴ,Movie,1,Unknown,Studio Deen,5428,10
1923,Urusei Yatsura Movie 4: Lum The Forever,6.77,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Unknown,うる星やつら ラム・ザ・フォーエバー,Movie,1,Unknown,Studio Deen,5022,8
1924,Urusei Yatsura Movie 5: Kanketsu-hen,7.46,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Unknown,うる星やつら 完結篇,Movie,1,Unknown,Unknown,5232,12
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,6.84,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Urusei Yatsura Movie 6:Always My Darling,うる星やつら いつだって・マイ・ダーリン,Movie,1,Unknown,Madhouse,5026,2
1926,Jishu Seisaku Movie Binchou-tan,6.06,"Slice of Life, Music",Unknown,自主制作ムービー びんちょうタン,Music,1,Unknown,Ishikawa Pro,2228,0
1927,Gakuen Tokusou Hikaruon,5.59,"Action, Super Power, Martial Arts, School",Campus Special Investigator Hikaruon,学園特捜ヒカルオン,OVA,1,Unknown,AIC,2110,5
1928,Early Reins,5.92,"Action, Adventure, Seinen",Early Reins,EARLY REINS,OVA,1,Unknown,OLM,2949,4
1929,Futari wa Precure: Max Heart,6.94,"Action, Comedy, Fantasy, Magic, Shoujo",Pretty Cure Max Heart,ふたりはプリキュア ー マックスハート,TV,47,Winter 2005,Toei Animation,13407,46
1930,Futari wa Precure: Max Heart Movie 1,6.79,"Fantasy, Magic, Comedy, Shoujo",Unknown,ふたりはプリキュア ー マックスハート,Movie,1,Unknown,Toei Animation,5151,8
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7.09,"Fantasy, Magic, Comedy, Shoujo",Pretty Cure Max Heart:Friends of the Snow-Laden Sky,ふたりはプリキュア Max Heart2 雪空のともだち,Movie,1,Unknown,Toei Animation,4966,8
1932,Yes! Precure 5,7.14,"Action, Fantasy, Magic, School, Shoujo",Yes! Pretty Cure 5,Yes! プリキュア5,TV,49,Winter 2007,Toei Animation,12406,81
1933,Growlanser IV: Wayfarer of the Time,5.68,Action,Growlanser IV:Wayfarer of Time,グローランサーIV ~Wayfarer of the time~,OVA,1,Unknown,"feel., Zexcs",1373,2
1935,Megazone 23,6.81,"Action, Sci-Fi, Music, Mystery, Romance, Mecha",Megazone 23,メガゾーン23,OVA,4,Unknown,"Artland, AIC, Artmic",14281,49
1936,Misute♡naide Daisy,5.65,"Sci-Fi, Comedy, Romance, Shounen","Don't Leave Me Alone, Daisy",みすて♡ないでデイジー,TV,12,Summer 1997,Studio Deen,1286,3
1937,Nakoruru: Ano Hito kara no Okurimono,5.53,"Fantasy, Supernatural, Historical, Drama",Unknown,ナコルル ~あのひとからのおくりもの~,OVA,1,Unknown,Arms,1553,2
1938,Shin Kaitei Gunkan,6.1,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi",Unknown,新海底軍艦,OVA,2,Unknown,Phoenix Entertainment,1573,1
1939,SD Gundam Gaiden,5.83,"Adventure, Comedy, Fantasy, Mecha",Unknown,機動戦士SDガンダム外伝,OVA,4,Unknown,Unknown,2401,0
1940,Outlanders,5.91,"Sci-Fi, Adventure, Comedy, Ecchi, Shounen",Unknown,アウトランダーズ,OVA,1,Unknown,AIC,5869,18
1941,Moonlight Mile 1st Season: Lift Off,7.18,"Adventure, Drama, Sci-Fi, Space",Unknown,ムーンライトマイル 1stシーズン -Lift off-,TV,12,Spring 2007,Studio Hibari,9192,18
1942,Rocket Girls,6.91,"Adventure, Sci-Fi, Space",Unknown,ロケットガール,TV,12,Winter 2007,Mook DLE,7104,8
1943,Paprika,8.06,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Paprika,パプリカ,Movie,1,Unknown,Madhouse,366533,3238
1944,Photon,7.07,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",Photon:The Idiot Adventures,フォトン,OVA,6,Unknown,AIC,12060,46
1946,Ashita no Nadja,7.59,"Adventure, Drama, Historical, Romance, Shoujo",Tomorrow's Nadja,明日のナージャ,TV,50,Winter 2003,Toei Animation,24551,242
1947,Kikou Sennyo Rouran,5.82,"Action, Fantasy, Mecha",Strange Steel Fairy Rouran,奇鋼仙女ロウラン,TV,28,Fall 2002,Zexcs,1649,2
1949,Mahou no Chocolate,5.28,"Drama, Romance",Unknown,魔法のチョコレート,OVA,1,Unknown,Ishikawa Pro,2994,2
1951,Manie-Manie: Meikyuu Monogatari,7.05,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Neo Tokyo,Manie-Manie 迷宮物語,Movie,3,Unknown,Madhouse,23338,88
1952,Vampire Hunter,6.63,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",Night Warriors:Darkstalkers' Revenge,ヴァンパイアハンター,OVA,4,Unknown,Madhouse,14456,54
1953,Code Geass: Hangyaku no Lelouch Picture Drama,6.97,"Comedy, School, Slice of Life",Code Geass:Lelouch of the Rebellion Picture Dramas,コードギアス 反逆のルルーシュ ピクチャードラマ,Special,9,Unknown,Sunrise,44510,113
1954,Rayearth,6.89,"Action, Adventure, Fantasy",Magic Knight Rayearth OVA,レイアース,OVA,3,Unknown,TMS Entertainment,13235,33
1955,Kimagure Robot,6.03,"Comedy, Fantasy, Sci-Fi",Unknown,きまぐれロボット,TV,10,Fall 2004,Studio 4°C,2067,0
1956,Ikkitousen: Dragon Destiny,6.8,"Action, Super Power, Ecchi, Martial Arts, School",Ikkitousen:Dragon Destiny,一騎当千 Dragon Destiny,TV,12,Winter 2007,Arms,66590,135
1957,Ai Tenshi Densetsu Wedding Peach DX,6.66,"Adventure, Magic, Comedy, Romance, Shoujo",Wedding Peach DX,愛天使伝説ウェディング・ピーチDX,OVA,4,Unknown,Unknown,4896,18
1958,Wish,6.58,"Music, Shoujo",Unknown,Wish,Music,1,Unknown,Unknown,6826,5
1959,Wild 7,6.21,"Action, Police, Drama, Shounen",Unknown,ワイルド７,OVA,2,Unknown,Pierrot Plus,1834,0
1960,Sore Ike! Anpanman,6.38,"Comedy, Kids, Fantasy",Unknown,それいけ！アンパンマン,TV,Unknown,Fall 1988,TMS Entertainment,2241,17
1961,Arashi no Yoru ni,7.7,"Adventure, Comedy, Drama, Fantasy",Unknown,あらしのよるに,Movie,1,Unknown,Group TAC,19505,196
1962,Chikyuu Bouei Kazoku,6.57,"Action, Sci-Fi, Comedy, Drama",The Daichis:Earth's Defense Family,地球防衛家族,TV,13,Winter 2001,Group TAC,1517,8
1964,Sakura Taisen: Ecole de Paris,6.44,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",Sakura Wars:School of Paris,サクラ大戦 エコール・ド・巴里,OVA,3,Unknown,Radix,3271,2
1965,Sola,7.22,"Drama, Romance, Slice of Life, Supernatural",Unknown,sola,TV,13,Spring 2007,Nomad,90680,432
1966,Ankoku Shinwa,4.21,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",Unknown,暗黒神話,OVA,2,Unknown,Ajia-Do,2255,2
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7.16,"Military, Sci-Fi, Space, Drama, Mecha",Mobile Suit Zeta Gundam:A New Translation - Heir to the Stars,機動戦士Zガンダム -星を継ぐ者-,Movie,1,Unknown,Sunrise,10064,6
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,7.06,"Military, Sci-Fi, Space, Drama, Romance, Mecha",Mobile Suit Zeta Gundam:A New Translation II - Lovers,機動戦士ＺガンダムⅡ‐恋人たち‐,Movie,1,Unknown,Sunrise,9058,1
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,7.15,"Military, Sci-Fi, Space, Drama, Mecha",Mobile Suit Zeta Gundam:A New Translation III - Love Is the Pulse of the Stars,機動戦士ZガンダムⅢ-星の鼓動は愛-,Movie,1,Unknown,Sunrise,8942,6
1972,Meitantei Holmes,7.37,"Action, Adventure, Mystery, Comedy, Police",Sherlock Hound,名探偵ホームズ,TV,26,Fall 1984,"Gallop, TMS Entertainment",8553,55
1973,X Densha de Ikou,5.77,"Mystery, Dementia, Supernatural",Unknown,X電車で行こう,OVA,1,Unknown,Madhouse,2608,10
1974,Glass no Kamen (2005),8.09,"Drama, Shoujo",Glass Mask,ガラスの仮面 (2005),TV,51,Spring 2005,Tokyo Movie Shinsha,31029,484
1975,Mutekiou Tri-Zenon,6.15,"Mecha, Sci-Fi",Invincible King Tri-Zenon,無敵王トライゼノン,TV,22,Fall 2000,E&G Films,1010,0
1977,Hijikata Toshizou: Shiro no Kiseki,6.2,"Action, Historical, Drama, Samurai",Unknown,土方歳三　白の軌跡,OVA,1,Unknown,Studio 4°C,2789,7
1978,Onkyo Seimeitai Noiseman,6.52,"Action, Fantasy, Sci-Fi",Noiseman Sound Insect,音響生命体ノイズマン,Movie,1,Unknown,Studio 4°C,8218,17
1979,Tobira wo Akete (1995),6.03,"Dementia, Fantasy",Unknown,トビラを開けて,OVA,1,Unknown,Studio 4°C,3445,2
1980,Trava: Fist Planet,6.56,"Action, Comedy, Mecha, Sci-Fi, Space",Unknown,TRAVA FIST PLANET,OVA,4,Unknown,Madhouse,13305,34
1981,Twilight Q,6.34,"Sci-Fi, Mystery, Psychological",Unknown,トワイライトQ,OVA,2,Unknown,"Ajia-Do, Studio Deen",5978,6
1982,Osu,5.28,Slice of Life,Male,おす,Movie,1,Unknown,Mushi Production,2927,1
1983,Black Jack: Futari no Kuroi Isha,7.22,Drama,Black Jack:The Two Doctors of Darkness,ブラック・ジャック ふたりの黒い医者,Movie,1,Unknown,Tezuka Productions,4091,7
1984,Memory,6.09,Mystery,Unknown,めもりい,Movie,1,Unknown,Unknown,2504,1
1985,UFO Robo Grendizer,7.53,"Mecha, Sci-Fi, Shounen",Unknown,UFOロボ グレンダイザー,TV,74,Fall 1975,Toei Animation,8535,112
1986,Wakusei Robo Danguard Ace,6.33,"Mecha, Military, Sci-Fi, Shounen, Space",Dangard Ace,惑星ロボ ダンガードA[エース],TV,56,Spring 1977,Toei Animation,1206,0
1988,Himawari!!,6.47,"Comedy, Romance",Himawari Too!!,ひまわりっ！！,TV,13,Winter 2007,Arms,9824,4
1989,Shizuku,5.69,Comedy,The Drop,しずく,Movie,1,Unknown,Mushi Production,2200,0
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,6.06,"Fantasy, Magic, Comedy",Unknown,魔法学園ルナ!　青い竜の秘密,Movie,1,Unknown,J.C.Staff,1106,3
1991,Juusou Kikou Dancougar Nova,5.99,Mecha,Unknown,獣装機攻ダンクーガノヴァ,TV,12,Winter 2007,Production Reed,4877,7
1992,Chou Kousoku Gran Doll,5.53,"Action, Comedy, Mecha, School",Hyper Speed GranDoll,超光速グランドール,OVA,3,Unknown,Unknown,1616,2
1993,Hanoka Recap,4.46,Sci-Fi,Unknown,HANOKA～葉ノ香～,Special,1,Unknown,Unknown,750,0
